"","year","Country.Code","Country.Name","Region","IncomeGroup","NY.GNP.PCAP.CD","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","SH.XPD.EXTR.ZS","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR"
"780",2015,"GIN","Guinea","Sub-Saharan Africa","Low income",470,NA,NA,20.1,11.8,34.1,NA,NA,120000,7600,110000,7200,4600,7000,500,49000,0.12,0.7,0.3,1.6,61.5153392115427,141.6722,27757,3100,14288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,85,4.77283990383148,91.2581787109375,30.3352699279785,10.8493299484253
"781",1990,"GMB","Gambia, The","Sub-Saharan Africa","Low income",320,44.1,0.6108999848,60.4,61.2,59.2,NA,NA,1000,500,1000,200,100,100,100,200,0.04,0.1,0.1,0.2,52.5316455696203,163.5808,3278,440,2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82583999633789,57.1828804016113,17.186149597168,1.29720503091812
"782",1991,"GMB","Gambia, The","Sub-Saharan Africa","Low income",410,NA,NA,60.3985417352124,61.1997068504674,59.2000461932325,NA,NA,1200,500,1100,500,100,100,100,200,0.05,0.2,0.1,0.2,53.4801762114537,158.3904,3315,460,2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78061008453369,58.4063110351563,17.9575901031494,1.38329499959946
"783",1992,"GMB","Gambia, The","Sub-Saharan Africa","Low income",550,NA,NA,60.4,61.2,59.2,NA,NA,1500,500,1400,500,100,100,100,500,0.07,0.2,0.1,0.3,54.4871794871795,153.2,3336,460,2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16983997821808,58.4961204528809,18.3008003234863,1.14053499698639
"784",1993,"GMB","Gambia, The","Sub-Saharan Africa","Low income",750,NA,NA,60.4,61.2,59.2,NA,0.0163000003,1900,1000,1800,500,100,200,100,500,0.1,0.2,0.1,0.4,55.4515418502203,149.2808,3348,470,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280566544016353,60.283130645752,20.6729106903076,1.18912500143051
"785",1994,"GMB","Gambia, The","Sub-Saharan Africa","Low income",730,NA,NA,60.4,61.2,59.2,NA,NA,2600,1000,2400,1000,100,200,100,500,0.15,0.3,0.2,0.5,56.3142739613328,145.3616,3358,480,2179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947112835577405,63.1717987060547,20.5485706329346,1.37637996673584
"786",1995,"GMB","Gambia, The","Sub-Saharan Africa","Low income",740,NA,NA,60.3,61.2,59.2,NA,NA,3500,1100,3300,1000,200,200,100,500,0.2,0.5,0.2,0.6,56.9954476479514,141.4424,3365,480,2188,2.59124233,24.0269989,34.38813252,2.21665223096646,68.04228698,1.04110456903354,6.88744839,31.95771302,3.2577568,25606677.9660249,53.64289405,36.49985191,NA,NA,2.55356001853943,65.9232635498047,22.8144607543945,1.75959002971649
"787",1996,"GMB","Gambia, The","Sub-Saharan Africa","Low income",750,NA,NA,60.3,61.2,59.2,NA,NA,4700,1400,4400,1300,200,500,200,1000,0.25,0.6,0.3,0.8,57.5620767494357,137.5232,3366,490,2194,2.55366515,26.06056626,35.97532187,2.47069671758417,73.38191853,0.896204512415832,6.04501582,26.61808147,3.36690123,28558184.8703608,53.79002801,39.47215453,NA,NA,2.56627988815308,70.8551177978516,22.1960201263428,1.05427002906799
"788",1997,"GMB","Gambia, The","Sub-Saharan Africa","Low income",730,NA,NA,60.1,60.8,59.3,NA,0.035,6100,1700,5800,1600,200,500,200,1000,0.29,0.8,0.4,1,57.9993089149965,133.604,3367,490,2212,3.1903169,22.21316202,34.53325196,2.1933226033651,70.42037811,0.921290896634895,6.71870238,29.57962189,3.1146135,25029479.9838909,53.62767358,37.76481051,NA,NA,2.40747907956326,74.1296997070313,12.1909399032593,1.45636999607086
"789",1998,"GMB","Gambia, The","Sub-Saharan Africa","Low income",710,NA,NA,60,60.4,59.5,NA,NA,7700,2000,7300,1800,500,500,500,1000,0.32,1,0.5,1.3,58.3241908941306,130.3136,3374,500,2225,9.06522541,25.63568016,39.87781005,2.34118750377427,66.20985536,1.19482309622573,10.39426357,33.79014464,3.5360106,29711778.9390865,53.71901054,35.56727918,NA,NA,2.03219317645341,76.8558807373047,11.8359650791352,1.19439005851746
"790",1999,"GMB","Gambia, The","Sub-Saharan Africa","Low income",690,NA,NA,59.8,60,59.6,NA,NA,9400,2100,8800,1900,500,1000,500,1200,0.33,1.1,0.6,1.5,58.5824275362319,127.0232,3389,500,2241,18.48326163,24.33864676,42.18290657,2.31099700035044,64.84984316,1.25261531964956,10.40186103,35.15015684,3.56361232,29034058.4919946,53.70131129,34.82521615,NA,NA,1.56512999534607,90.3609237670898,15.1323099136353,1.05227994918823
"791",2000,"GMB","Gambia, The","Sub-Saharan Africa","Low income",670,54.7,NA,59.7,59.7,59.8,NA,NA,11000,2200,10000,1900,500,1000,500,1500,0.33,1.2,0.6,1.7,58.7780355761794,123.7328,3403,500,2260,19.12529643,23.02191333,44.80249427,2.37851585135505,65.82518767,1.23486670864495,10.37205159,34.17481233,3.61338256,28290777.484471,53.74027316,35.37463566,0,NA,1.46587002277374,90.4901123046875,17.297119140625,1.28399002552032
"792",2001,"GMB","Gambia, The","Sub-Saharan Africa","Low income",600,NA,NA,59.6,59.3,59.9,NA,NA,13000,2200,12000,1900,500,1000,500,1900,0.32,1.3,0.7,1.9,58.9392133492253,120.4424,3415,500,2253,17.97581574,20.11918153,48.25480324,2.15465388975366,58.10197325,1.55374665024634,8.22562783,41.89802675,3.70840054,25493075.2749489,53.60171985,31.14365693,0,NA,1.15810000896454,92.0963287353516,16.7116603851318,1.53391498327255
"793",2002,"GMB","Gambia, The","Sub-Saharan Africa","Low income",480,NA,NA,59.5,58.9,60.1,NA,NA,14000,2200,13000,1900,1000,1000,500,2400,0.31,1.3,0.7,2,59.0766163049314,117.152,3427,500,2274,22.07003987,16.58607401,46.45717129,2.34363087680847,62.48036572,1.40735689319153,8.66303012,37.51963428,3.75098777,21689177.7399177,53.72042303,33.56471678,0,NA,1.44291996955872,89.5355072021484,19.4873104095459,1.91763997077942
"794",2003,"GMB","Gambia, The","Sub-Saharan Africa","Low income",420,NA,NA,59.4,58.5,60.2,1.319,0.109,15000,2100,14000,1800,1000,1000,500,3000,0.28,1.3,0.7,2.1,59.2092233696421,116.9146,3448,510,2291,22.59846615,15.21714528,55.15871756,2.09521316227857,49.6591558,2.12397487772143,12.87075052,50.3408442,4.21918804,20548396.0460173,51.17990829,25.41551039,0,NA,1.36337995529175,93.0845108032227,20.770770072937,1.60139000415802
"795",2004,"GMB","Gambia, The","Sub-Saharan Africa","Low income",420,NA,NA,59.3,58.1,60.3,0.475,0.114,16000,2100,15000,1700,1000,1100,500,3800,0.26,1.3,0.6,2.2,59.3227091633466,116.6772,3471,510,2315,29.42049228,18.05986653,60.5910616,1.83711596147902,42.21347035,2.51485023852098,11.65616319,57.78652965,4.3519662,25188583.4666716,48.22912593,20.35918777,0,NA,1.03450000286102,93.6653900146484,19.6879796981811,1.15156996250153
"796",2005,"GMB","Gambia, The","Sub-Saharan Africa","Low income",400,NA,0.8,59.2,57.7,60.5,0.483,0.109,17000,2000,16000,1600,1000,1300,500,4600,0.25,1.2,0.6,2.2,59.4360498198141,116.4398,3499,520,2314,47.77602708,21.52090965,68.45601367,2.06926097242976,41.66135105,2.89759900757024,13.04760814,58.33864895,4.96685998,31001774.2358866,49.27079423,20.52687855,2,NA,1.13917994499207,90.7025680541992,21.1482791900635,2.30757999420166
"797",2006,"GMB","Gambia, The","Sub-Saharan Africa","Low income",410,56.8,NA,59.1,57.3,60.6,0.484,0.112,18000,2000,16000,1600,1000,1400,500,5500,0.23,1.1,0.6,2.2,59.5388349514563,116.2024,3519,520,2307,50.06207784,24.31759774,76.822309,2.27814875391796,41.2500386,3.24463093608204,14.16588453,58.7499614,5.52277969,36178043.9974825,50.06493056,20.65180318,2,NA,1.20948994159698,88.5449066162109,23.8011445999146,3.49908995628357
"798",2007,"GMB","Gambia, The","Sub-Saharan Africa","Low income",450,NA,NA,59,56.9,60.8,0.792,0.1,18000,1900,17000,1500,1000,1500,500,6300,0.21,1.1,0.5,2.2,59.6280991735537,115.965,3545,530,2312,31.2863727,29.95689555,82.56018586,2.35822006965474,40.93175989,3.40312534034526,18.60343979,59.06824011,5.76134541,46026493.2931314,50.6903966,20.74847142,3,NA,1.30850994586945,89.7775726318359,24.5164108276367,3.70424008369446
"799",2008,"GMB","Gambia, The","Sub-Saharan Africa","Low income",520,NA,NA,58.9,56.5,60.9,0.865,0.107,19000,1800,17000,1400,1100,1600,500,7200,0.19,1,0.5,2.2,59.7106481481482,115.9368,3587,540,2330,30.58515505,36.18793869,88.93923707,2.41854230077622,40.67815737,3.52701289922378,18.55989873,59.32184263,5.9455552,57421175.5220038,51.19577049,20.82549609,5,NA,3.52742004394531,87.353157043457,57.8413581848145,3.66946494579315
"800",2009,"GMB","Gambia, The","Sub-Saharan Africa","Low income",580,NA,1.1,58.9,56.1,61.1,NA,NA,19000,1700,18000,1300,1100,1700,500,8100,0.18,0.9,0.5,2.1,59.7898103724012,115.9086,3625,550,2351,22.39286448,32.14718961,90.87099111,2.36750607550079,40.47133539,3.48232826449921,14.7044574,59.52866461,5.84983434,52685996.9082014,51.61260993,20.88831247,6,NA,3.072350025177,86.8417175809258,58.834888458252,3.85148000717163
"801",2010,"GMB","Gambia, The","Sub-Saharan Africa","Low income",590,56.6,NA,58.8,55.8,61.2,0.568,0.038,19000,1600,18000,1300,1100,1700,500,8900,0.16,0.9,0.4,2.1,59.8640226628895,115.8804,3674,550,2374,34.47313198,32.33065903,93.24221061,2.31742375354579,40.299443,3.43308687645421,14.54806029,59.700557,5.75051063,54735870.3994129,51.96230619,20.94051996,10,44,4.15337991714478,84.351318359375,57.451831817627,2.17297005653381
"802",2011,"GMB","Gambia, The","Sub-Saharan Africa","Low income",520,NA,1.1,58.8,55.4,61.4,NA,NA,20000,1500,18000,1200,1000,1800,500,9700,0.15,0.8,0.4,2,59.9719652368937,115.8522,3730,570,2411,47.07658528,32.26657498,95.6477194,2.50613324279574,40.1543205,3.73512102720427,14.48222372,59.8456795,6.24125427,56437434.0387886,52.25987291,20.98459686,16,60,3.89921998977661,81.4718017578125,36.4650917053223,3.41641998291016
"803",2012,"GMB","Gambia, The","Sub-Saharan Africa","Low income",520,NA,NA,58.7,55,61.5,NA,NA,20000,1400,18000,1200,1000,1800,500,10000,0.14,0.7,0.4,2,60.2887487553933,115.824,3790,580,2443,41.60839664,30.91778552,97.87944087,2.45122050839132,40.03016609,3.67221276160868,12.38943206,59.96983391,6.12343327,55871777.5479835,52.51615803,21.02230528,19,77,4.08974981307983,84.0134429931641,35.4977493286133,3.1042799949646
"804",2013,"GMB","Gambia, The","Sub-Saharan Africa","Low income",500,64,NA,58.8,55,61.5,NA,NA,20000,1500,18000,1100,1000,1800,500,11000,0.13,0.7,0.4,1.9,60.651711151138,114.7038,3855,580,2464,46.95208308,30.98856445,106.82660992,2.30950547664569,35.57938415,4.18162845335431,15.31002479,64.42061585,6.49113393,57851869.219638,54.66742596,19.45033349,20,52,2.76770997047424,85.16796875,36.559965133667,5.87174987792969
"805",2014,"GMB","Gambia, The","Sub-Saharan Africa","Low income",460,NA,NA,58.8,55,61.5,NA,NA,20000,1500,19000,1100,1000,1800,500,11000,0.13,0.7,0.4,1.9,60.9670448406267,113.5836,3901,580,2477,64.88030631,30.72368182,118.42800642,2.29478824535501,31.26243812,5.04561251464499,15.31002479,68.73756188,7.34040076,59241434.0142745,54.5340575,17.04867598,23,52,4.05115143578134,85.7654037475586,38.1619548797607,7.31875991821289
"806",2015,"GMB","Gambia, The","Sub-Saharan Africa","Low income",460,NA,NA,58.9,55,61.5,NA,NA,21000,1400,19000,1100,1000,1800,500,11000,0.12,0.6,0.3,1.8,61.2792628703059,113.5836,3938,590,2471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,64,2.76770997047424,85.7654037475586,30.3352699279785,10.8493299484253
"807",1990,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",290,NA,NA,81.1,81.2,80.8,NA,0.2813000083,1600,500,1500,200,100,200,100,200,0.09,0.4,0.2,0.7,53.2016348773842,134.41,2240,230,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15707993507385,106.339279174805,56.3938655853271,12.9146399497986
"808",1991,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",300,NA,NA,81.0993170995498,81.1990643457943,80.7998261697012,NA,NA,1700,500,1600,500,100,200,100,500,0.1,0.4,0.2,0.7,53.5692116697703,134.41,2213,230,877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20490002632141,108.819557189941,57.2841300964355,1.55782997608185
"809",1992,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",420,NA,NA,81.1032448375428,81.2044458103563,80.800825963842,NA,NA,1900,500,1800,500,100,200,100,500,0.11,0.5,0.2,0.8,53.8807649043869,134.41,2173,230,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93407988548279,110.02848815918,58.1361503601075,15.4235696792603
"810",1993,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",410,NA,NA,81.0883652426405,81.1840590094022,80.797038406773,NA,NA,2200,500,2000,500,200,200,100,500,0.14,0.5,0.3,0.9,54.2084168336673,134.3096,2131,230,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94531989097595,149.673797607422,41.8316688537598,13.4150500297546
"811",1994,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",300,5,NA,81.1,81.2,80.8,NA,NA,2500,500,2300,500,200,500,100,500,0.17,0.6,0.3,1,54.4854881266491,134.2092,2097,220,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36142992973327,143.256164550781,37.6959495544434,14.1443948745728
"812",1995,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",280,NA,NA,81.1,81.2,80.8,NA,0.208,2900,1000,2600,500,200,500,100,1000,0.21,0.7,0.3,1.1,54.7176960970064,134.1088,2085,200,852,3.75604769,17.02825398,69.70950705,1.49797511505463,27.83391914,3.88385813494537,15.25743453,72.16608086,5.38183325,7634311.16492276,100,27.83391914,NA,NA,3.74213004112244,109.363731384277,59.7968101501465,13.695969581604
"813",1996,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",400,NA,NA,81.1,81.2,80.8,NA,0.246,3400,1000,3100,1000,200,500,100,1000,0.26,0.8,0.4,1.3,54.896331738437,134.0084,2086,190,858,4.33884024,22.25595332,94.30473118,1.70783308891445,38.45750986,2.73299809108555,11.679724,61.54249014,4.44083118,10323290.4102882,100,38.45750986,NA,NA,3.75548005104065,108.789749145508,63.5082397460938,13.7884302139283
"814",1997,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",970,NA,NA,81.1,81.2,80.8,NA,NA,4100,1000,3800,1000,200,500,200,1000,0.33,0.9,0.5,1.5,55.0303670451545,133.908,2102,170,866,10.54683422,29.35366207,166.19297165,0.932959178640894,29.29959696,2.25124564135911,12.90806831,70.70040304,3.18420482,14084943.792926,87.25456372,25.5652355,NA,NA,4.51721501350403,108.266799926758,63.7138105817723,14.1967148780823
"815",1998,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",790,NA,NA,81.1,81.2,80.8,NA,NA,5000,1200,4700,1000,500,500,200,1000,0.41,1.1,0.5,1.8,55.1450053705693,132.8808,2122,170,884,22.91938549,31.95002686,270.07634943,1.22197560477443,28.5646479,3.05595426522557,8.65785724,71.4353521,4.27792987,15857756.8335114,90.26311265,25.78334031,NA,NA,2.18796992301941,108.424858093262,67.7111701965333,13.1251497268677
"816",1999,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",920,NA,NA,80.6,80.5,80.7,NA,NA,6200,1500,5800,1300,500,500,200,1200,0.5,1.3,0.7,2.1,55.2112188365651,131.8536,2141,150,905,21.82312041,33.37448265,214.81799743,0.836107392139631,30.31171347,1.92225660786037,8.65785724,69.68828653,2.758364,17132690.5461815,85.78870333,26.00402594,NA,NA,4.48831987380981,110.82356262207,32.278621673584,17.8671703338623
"817",2000,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",880,64.6,NA,80.2,79.9,80.7,NA,NA,7700,1800,7200,1600,500,1000,500,1400,0.6,1.6,0.8,2.5,55.2536231884058,130.8264,2150,150,920,7.42042264,53.84462571,248.81765457,0.566609371807219,20.73304185,2.16627167819278,8.65785724,79.26695815,2.73288105,28585896.4094536,80.13360277,16.6141334,0,NA,4.39394998550415,104.902206420898,30.5690097808838,3.23475003242493
"818",2001,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1040,NA,1.1,79.7,79.2,80.6,NA,NA,9600,2200,8900,2000,500,1000,500,1600,0.7,1.9,1,3,55.2744039586145,129.7992,2139,140,921,12.93307042,47.45536976,262.33024119,0.447558432969631,25.10024911,1.33552519703037,8.65785724,74.89975089,1.78308363,26053330.1834994,74.08039795,18.59436443,0,NA,4.38785004615784,109.641502380371,26.9594593048096,18.1542797088623
"819",2002,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1470,NA,NA,79.3,78.5,80.6,NA,NA,12000,2600,11000,2300,500,1000,500,1900,0.8,2.3,1.2,3.5,55.2899148117615,128.772,2120,130,922,17.93765236,65.27940037,353.9838916,0.93930466546127,45.79681501,1.11172151453873,8.65785724,54.20318499,2.05102618,37056765.5288609,87.70507792,40.16613228,0,NA,4.43821001052856,106.84203338623,26.7190799713135,20.7657146453857
"820",2003,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",1390,NA,NA,78.9,77.8,80.5,NA,NA,14000,3000,13000,2700,1000,1000,500,2300,0.89,2.8,1.4,4.1,55.3019424079813,127.5878,2099,130,922,5.75194094,94.4201561,432.70866568,0.702132029744157,31.48956532,1.52759716025584,8.65785724,68.51043468,2.22972919,55403103.8375996,84.21655001,26.51942552,0,NA,4.44914984703064,98.0840835571289,76.9527969360352,22.4717893600464
"821",2004,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2040,NA,NA,78.4,77.1,80.4,0.535,0.302,17000,3400,16000,3000,1000,1200,500,2700,0.96,3.2,1.6,4.6,55.3114483459267,126.4036,2078,120,922,3.40173934,174.45448816,638.6116958,1.0451906561353,43.59238061,1.3524546238647,6.49876742,56.40761939,2.39764528,105754485.17418,89.64335117,39.07767083,0,NA,4.18798995018005,107.486557006836,78.5518112182617,24.8796701431274
"822",2005,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",4660,NA,2.2,78,76.4,80.4,NA,NA,20000,3600,18000,3100,1000,1300,500,3200,0.98,3.6,1.8,5.2,55.3292563066507,125.2194,2065,110,920,2.9864387,214.09503537,506.93046637,0.716647005860633,43.94911124,0.913982114139367,6.49876742,56.05088876,1.63062912,133994803.405089,87.76428632,38.57162382,1,NA,4.47669982910156,96.2043075561523,27.3713092803955,23.12034034729
"823",2006,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",9320,NA,NA,77.5,75.8,80.3,NA,NA,22000,3700,21000,3200,1000,1500,500,3800,0.97,3.8,1.9,5.7,55.3545724978409,124.0352,2060,110,920,5.01844761,266.45098551,629.36141255,0.661384613753314,31.06788886,1.46745206624669,6.49876742,68.93211114,2.12883668,172052197.459453,81.64689495,25.36596658,2,NA,4.65441989898682,107.644866943359,79.7915802001953,23.6079692840576
"824",2007,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",12110,NA,NA,77.1,75.1,80.3,NA,NA,25000,3600,23000,3100,1000,1700,1000,4500,0.91,4,2,6.1,55.3917966892856,122.851,2060,110,923,5.45665396,344.1751553,748.53308651,0.607185732072589,27.00987217,1.64082835792741,6.49876742,72.99012783,2.24801409,229151130.045617,82.70700948,22.33905754,3,NA,4.05870008468628,109.165592193603,81.3717575073242,29.3652448654175
"825",2008,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",13150,NA,NA,76.7,74.4,80.2,NA,NA,27000,3300,25000,2700,1100,1900,1000,5200,0.79,4,2,6.4,55.444160409011,121.147,2061,100,933,2.73831078,519.90009418,854.68331247,0.516183427558844,22.33339207,1.79507957244116,7.05279315,77.66660793,2.311263,356767402.3301,79.65828315,17.79039669,5,NA,4.59800004959106,81.1484985351563,83.2581329345703,34.8674812316895
"826",2009,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",8700,NA,1.9,76.2,73.7,80.1,NA,NA,29000,2900,26000,2300,1300,2200,1000,5900,0.65,3.8,1.9,6.5,55.4991475658269,119.443,2060,100,943,3.14273004,702.63228926,1768.67554616,0.859492187507923,16.15404451,4.46110840249208,6.95716349,83.84595549,5.32060059,496869936.511664,87.78341762,14.18057236,8,NA,5.23770999908447,80.7052383422852,88.0555419921875,36.6978988647461
"827",2010,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",7880,NA,2.1,75.8,73,80.1,NA,NA,29000,2300,27000,1700,1300,2300,1000,6600,0.47,3.4,1.7,6.5,55.5297500552975,117.739,2055,100,950,2.77479912,609.26671932,1237.30323034,0.782022727613707,20.36945151,3.05717111238629,6.95716349,79.63054849,3.83919384,443978751.038007,86.5732072,17.63448746,10,20,4.82615995407104,81.5619888305664,88.6422805786133,35.0808486938477
"828",2011,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",9720,68.3,NA,75.4,72.3,80,NA,NA,30000,1800,27000,1200,1500,2400,1000,7400,0.33,2.9,1.4,6.3,55.6037015276146,116.035,2038,99,952,3.01934623,688.82153294,1103.40323668,0.695559019438961,21.12739806,2.59665433056104,6.95716349,78.87260194,3.29221335,517248487.869322,84.90414641,17.93803698,16,11,4.45980978012085,81.5457992553711,90.4111328125,42.352710723877
"829",2012,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",12460,NA,NA,74.9,71.7,80,NA,NA,29000,1300,27000,1000,1400,2600,1000,8100,0.2,2.4,1.2,6,55.7097791798107,114.331,2013,100,953,1.33830551,852.45778619,1367.3934407,0.674960172168474,16.87045261,3.32588193783153,6.95716349,83.12954739,4.00084211,659571310.453131,84.4434419,14.24599084,23,16,4.38531017303467,84.457389831543,86.641674041748,42.0067005157471
"830",2013,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",11890,NA,NA,74.5,71,79.9,NA,NA,29000,1000,26000,500,1200,2500,500,8600,0.1,1.9,0.9,5.6,55.8468580940491,112.0642,1989,100,950,0.87223106,729.74788482,1196.14310514,0.771568017399717,20.66686436,2.96178990260028,6.95716349,79.33313564,3.73335792,581668903.527898,86.39127482,17.85436759,27,95,5.12450003623962,108.572387695313,92.1246795654297,40.1032752990723
"831",2014,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",10210,NA,NA,74.5,71,79.9,NA,NA,28000,500,26000,200,1000,2400,500,8800,0.04,1.4,0.7,5.3,56.2291521216353,109.7974,1968,100,946,0.31716327,663.05422937,1163.41614673,0.871368597667118,22.90616437,2.93271044233288,6.95716349,77.09383563,3.80407904,544291271.079293,87.9499248,20.14595434,35,85,4.98434019088745,107.115474894811,92.7101821899414,42.7728309631348
"832",2015,"GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",7790,NA,NA,74.5,71,79.9,NA,NA,27000,500,25000,200,1100,2400,200,9200,0.02,1.1,0.6,4.9,56.8346186118991,109.7974,1940,100,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,75,6.02606010437012,105.986167907715,95.6218414306641,38.6741218566895
"833",1990,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",930,NA,1.1000000238,47.2,31.1,70.4,NA,0.7799999714,1000,500,1000,500,100,100,100,100,0.01,0.1,0.1,0.1,14.828897338403,123.0538,19826,720,9516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28710007667542,74.1594696044922,22.6284408569336,4.05658984184265
"834",1991,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",960,NA,NA,48,31.8,70.7,NA,NA,1200,500,1200,500,100,100,100,100,0.01,0.1,0.1,0.1,15.625,121.8134,19486,710,9430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06790506839752,77.359733581543,22.6284408569336,3.89612007141113
"835",1992,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",1020,NA,NA,48.7,32.6,71,NA,NA,1700,1000,1700,1000,100,100,100,100,0.01,0.1,0.1,0.1,16.3604030823948,120.573,19376,700,9460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98497009277344,81.0715179443359,23.9845949528089,3.23161506652832
"836",1993,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",1130,NA,1.1000000238,49.5,33.4,71.3,NA,0.2500999868,2400,1000,2400,1000,100,100,100,200,0.02,0.1,0.1,0.1,17.0493197278912,119.2234,19302,680,9550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66575002670288,82.7066802978516,24.1353492736816,7.88647985458374
"837",1994,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",1220,NA,NA,50.2,34.2,71.6,NA,NA,3300,1000,3300,1000,100,100,100,200,0.02,0.1,0.1,0.1,18.0227202947498,117.8738,19194,670,9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43998003005981,82.5753173828125,25.0124397277832,8.222900390625
"838",1995,"GTM","Guatemala","Latin America & Caribbean","Lower middle income",1350,34.8,NA,50.9,35,71.9,NA,1.1,4600,1400,4500,1400,100,100,100,500,0.03,0.1,0.1,0.1,19.3348115299335,116.5242,18886,670,9505,0.91176057,55.45503546,160.74635226,2.35072538591061,59.98313473,1.56825183408939,14.95739934,40.01686527,3.91897722,574367433.389652,92.41682486,55.43450857,NA,NA,1.60479998588562,85.0081024169922,25.147590637207,8.27583980560303
